true,false,false,100028
true,true,true,20899
true,true,false,16376
true,false,true,3544
false,true,false,32
false,false,true,11
,true,false,1
false,true,true,1
cyber,war,"Minimum:OS: Windows 10Processor: Intel Core i5-4670Graphics: Nvidia GPU GeForce GTX 760Additional Notes: Game is is still in development, minimum system requirements may change.",1
"4,99€",true,true,1
true,,,1
"1,59€",true,false,1
