AppID,ProductType,ProductName,RequiredAge,ControllerSupport,Dlc,ShortDescription,FullGameAppID,FullGameName,SupportedLanguages,HeaderImage,Website,PcRequirementsMin,PcRequirementsMax,Developers,Publishers,Demo,Price,WindowsCompatible,MacCompatible,LinuxCompatible,MetacriticScore,AchievementCount,ReleaseDate,DRM,Categories,Genres
2304980,game,"Surface: Project Dawn Collector's Edition",0,,"","After a car accident on the way to your new home, your daughter goes missing! Your search leads you to a town that’s abandoned… Or is it? Can you uncover the mystery behind Project Dawn and escape in time?",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2304980/header.jpg?t=1675442084,,"Minimum:OS: Windows XP/Windows Vista/Windows 7/Windows 8Processor: 2.0 GHzGraphics: N/AStorage: 909 MB available spaceSound Card: N/A","","Elephant Ar","Big Fish Games",,"13,79€",true,false,false,,,"3 Feb, 2023",,"Single-player","Adventure, Casual"
2305030,game,"Sex Simulator - The Yacht",0,,"","An interactive sex simulation game, featuring realistic high definition graphics and characters. You play the role a guy having fun on a luxurious yacht anchored near warm tropical islands.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/2305030/header.jpg?t=1675929837,http://www.exosyphen.com,"Minimum:OS: Windows XP/Vista/7/8Processor: 2 GHz Dual CoreMemory: 2 GB RAMGraphics: Graphics card supporting DirectX 9.0cDirectX: Version 9.0cStorage: 2 GB available spaceSound Card: Any","","EroticGamesClub","EroticGamesClub",,"2,99€",true,false,false,,3,"9 Feb, 2023",,"Single-player, Steam Achievements, Steam Leaderboards","Casual, Indie, Simulation"
2305050,game,"Phase Line: Raider Assault",0,,"","Phase Line: Raider Assault allows players to jump into high adrenaline combat arenas in various fictitious environments around the world. Partake in tactical battles in third-person perspective to battle with other online combatants for victory.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305050/header.jpg?t=1678064021,https://www.phaselinegame.com,"Minimum:Requires a 64-bit processor and operating systemOS: Windows® 10 64 bitProcessor: AMD Ryzen 5 or Intel® Core i5Memory: 8 GB RAMGraphics: NVIDIA® GeForce GTX 960 or AMD Radeon RX 470DirectX: Version 11Network: Broadband Internet connectionStorage: 10 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: Windows® 10 64 bitProcessor: AMD Ryzen 7 or Intel® Core i7Memory: 12 GB RAMGraphics: NVIDIA® GeForce GTX 1060 or AMD Radeon RX 580DirectX: Version 11Network: Broadband Internet connectionStorage: 10 GB available space","Software Arts Studios LLC","Software Arts Studios LLC",,"",true,false,false,,,"15 Mar, 2023",,"Multi-player, PvP, Online PvP, Partial Controller Support, Stats","Action, Early Access"
2305060,game,"Hentai Jigsaw Puzzle Collection: Valentine’s Edition",0,,"","Enjoy the jigsaw puzzles with high quality sexy hentai girls that our Valentine’s Day theme. Move the puzzle pieces to make the complete image More then 14 different jigsaw puzzles to complete",,"","English*, French*, Italian*, German*, Spanish - Spain*, Arabic*, Bulgarian*, Czech*, Danish*, Dutch*, Finnish*, Greek*, Hungarian*, Japanese*, Korean*, Norwegian*, Polish*, Portuguese - Brazil*, Portuguese - Portugal*, Romanian*, Russian*, Simplified Chinese*, Spanish - Latin America*, Swedish*, Thai*, Traditional Chinese*, Turkish*, Ukrainian*, Vietnamese*, Afrikaans*, Albanian*, Amharic*, Armenian*, Assamese*, Azerbaijani*, Bangla*, Basque*, Belarusian*, Bosnian*, Catalan*, Cherokee*, Croatian*, Dari*, Estonian*, Filipino*, Galician*, Georgian*, Gujarati*, Hausa*, Hebrew*, Hindi*, Icelandic*, Igbo*, Indonesian*, Irish*, K'iche'*, Kannada*, Kazakh*, Khmer*, Kinyarwanda*, Konkani*, Kyrgyz*, Latvian*, Lithuanian*, Luxembourgish*, Macedonian*, Malay*, Malayalam*, Maltese*, Maori*, Marathi*, Mongolian*, Nepali*, Odia*, Persian*, Punjabi (Gurmukhi)*, Punjabi (Shahmukhi)*, Quechua*, Scots*, Serbian*, Sindhi*, Sinhala*, Slovak*, Slovenian*, Sorani*, Sotho*, Swahili*, Tajik*, Tamil*, Tatar*, Telugu*, Tigrinya*, Tswana*, Turkmen*, Urdu*, Uyghur*, Uzbek*, Valencian*, Welsh*, Wolof*, Xhosa*, Yoruba*, Zulu**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305060/header.jpg?t=1677075443,,"Minimum:OS: Windows 7 and upProcessor: x86, x64 architecture with SSE2 instruction set supportGraphics: DX10, DX11, DX12 capable","","NSFWEntertainment","NSFWEntertainment",,"1,99€",true,false,false,,,"22 Feb, 2023",,"Single-player","Casual"
2305100,game,"Loppy: Planet Hopper",0,,"","Inspired by old-school platformers, Loppy: Planet Hopper has aliens, bakers, alien bakers! and an evil multi-billion dollar corporation, and also a lot of wackiness!",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/2305100/header.jpg?t=1676578287,https://www.voxpopgames.net/,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 / 8 / 10 / 11Processor: Intel Core i7-9700K | AMD Ryzen™ 5 5600 6-CoreMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 550DirectX: Version 11Storage: 3 GB available spaceSound Card: Onboard audio","Recommended:Requires a 64-bit processor and operating system","QQnut Games","VoxPop Games, Inc.",,"",true,false,false,,,"Coming soon",,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together","Action, Adventure, Casual, Indie"
2305110,game,"Photon Engineer",0,,"","Explore mysterious platforms near Jupiter in this sci-fi game. Manipulate lasers and the environment to progress through a variety of evolving challenges. How far will you go to uncover the secrets that await you?",,"","English, French, Portuguese - Brazil, Spanish - Latin America",https://cdn.akamai.steamstatic.com/steam/apps/2305110/header.jpg?t=1678107475,https://deervision.studio/,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 10 / 11Processor: Intel Core i5-8400 / AMD Ryzen 5 2400GMemory: 8 GB RAMGraphics: GeForce GT 1030 / Radeon RX 550Storage: 2 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: Windows 10 / 11Processor: Intel Core i5-8400 / AMD Ryzen 5 2400GMemory: 8 GB RAMGraphics: GeForce GTX 1060 3G / Radeon RX 580Storage: 2 GB available space","Grégory Petit","Deer Vision",,"",true,false,true,,,"March 2023",,"Single-player, Steam Achievements","Adventure, Indie"
2305160,game,"Manabi SandBox",0,,"","This is an action game in which you control a knight and explore unknown ruins. The goal is to collect all the fruits on the map while exterminating monsters. Overcome various difficulties with simple actions and ingenuity. The Knights never die, so don't give up and solve all the riddles.",,"","Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305160/header.jpg?t=1675956040,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows10Processor: coreiMemory: 8 GB RAMGraphics: GTX1060DirectX: Version 10Storage: 1 GB available spaceSound Card: NAVR Support: NA","Recommended:Requires a 64-bit processor and operating system","Manabikeikaku","Manabikeikaku",,"",true,false,false,,,"Coming soon",,"Single-player","Action"
2305170,game,"Imaginary line Playtest",0,,"","",,"","",https://cdn.akamai.steamstatic.com/steam/apps/2305170/header.jpg?t=1675375235,,"","","","",,"",true,false,false,,,"2 Feb, 2023",,"",""
2305180,game,"You are the Judge!",0,,"","As a judge of the Kobardde court, solve complex cases inspired by actual events. Your decisions will directly affect people's (and perhaps yours) lives. You may have to make difficult decisions for your family, country, and life. What kind of judge will you be?",,"","English*, French, German, Russian, Turkish*languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305180/header.jpg?t=1675500470,https://steel-games.com/,"Minimum:OS: Windows 7 SP1 / 8.1 / 10Processor: 3.0 GHz Dual-Core - Intel Core 2 Duo E8400Memory: 4 GB RAMGraphics: 512 MB VRAM, Intel HD 4400 / NVIDIA GeForce 9600GT / AMD Radeon HD 3850DirectX: Version 11Storage: 5 GB available space","Recommended:OS: Windows 7 SP1 / 8.1 / 10Processor: 3.1 GHz Dual-Core - Intel i3 2100Memory: 8 GB RAMGraphics: 1 GB VRAM, NVIDIA GeForce GTX 550 Ti / AMD Radeon HD 5850DirectX: Version 11Storage: 5 GB available space","Steel Games","Steel Games",,"",true,true,true,,,"Coming soon",,"Single-player, Steam Achievements","Indie, RPG, Simulation, Strategy"
2305320,game,"平凡的我與幽靈的同居生活",0,,"","物部才人在參加完父母的葬禮後回到家裡，但由於才人打算到東京找工作，於是便到東京尋找新居住的地方，在找了幾天後才人終於找到了一個便宜而且不錯的地方，因此爽快簽約並從原先的地方搬走，但入住後靈異事件不斷，打電話詢問經紀才知道這裡的上一手女主人死在這裡，簽約前也有跟自己說過，這時才人也隱約記起。 才人一開始並未完全接納伊藤，但在日復一日的相處下，才人和伊藤似乎都在彼此身上得到了某些東西，戀愛喜劇般的同居生活就此展開。",,"","Traditional Chinese",https://cdn.akamai.steamstatic.com/steam/apps/2305320/header.jpg?t=1677487639,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 7/8/8.1/10Processor: Core 2 Duo (Core i3 or higher recommended)Memory: 1 GB RAMGraphics: 1280 x 720Storage: 1 GB available space","Recommended:Requires a 64-bit processor and operating system","One Dream","One Dream",,"7,79€",true,false,false,,,"27 Feb, 2023",,"Single-player","Adventure, Simulation"
2305380,game,"Attack on Hex Island",0,full,"","In this Pokémon / Tetra Master inspired card battler, you collect, trade, and battle with tokens in turn-based matches. Customize your party and plan your moves strategically to win over your opponents, and lift the curse that has corrupted the inhabitants of Hex Island.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/2305380/header.jpg?t=1676960144,,"Minimum:OS: Windows 7 (SP1+) and Windows 10Processor: Intel Core i5 or betterMemory: 2 GB RAMGraphics: DX10, DX11, and DX12-capable GPUs (NVidia or AMD)DirectX: Version 10Storage: 1 GB available space","","ProdigalSon Games","ProdigalSon Games",,"",true,false,false,,,"Q4 2023",,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support","Casual, RPG, Strategy"
2305430,dlc,"Cambrian Dawn - Marrella DLC",0,,"","Expand your Cambrian Dawn experience with four colorful species of Marrella!",,"Cambrian Dawn","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305430/header.jpg?t=1676407266,,"Minimum:OS: Windows 10Processor: 4-Core ProcessorGraphics: Radeon (TM) RX 570 GraphicsDirectX: Version 11Network: Broadband Internet connectionStorage: 300 MB available space","Recommended:OS: Windows 10 or 11Processor: 8-Core or 16-Core ProcessorGraphics: NVIDIA Geforce GTX 1650 SUPER or higherDirectX: Version 11Network: Broadband Internet connectionStorage: 300 MB available space","Daye Star Productions","Daye Star Productions",,"3,99€",true,false,false,,,"14 Feb, 2023",,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Downloadable Content","Action, Casual, Indie, RPG, Simulation"
2305470,demo,"兔子洞 Demo",0,,"","",,"Rabbit Hole","English, Simplified Chinese",https://cdn.akamai.steamstatic.com/steam/apps/2305470/header.jpg?t=1675378684,,"Minimum:OS: Windows 7, 8 or 10 x64Processor: Dual Core+Memory: 1 GB RAMGraphics: Intel HD Graphics 4000 or laterStorage: 100 MB available space","","Meme Games","Meme Games",,"",true,false,false,,,"2 Feb, 2023",,"Single-player, Game demo",""
2305480,game,"觅光：第一章 - Seeking Light : Chapter 1",0,,"","在和平的葡葡果蜜花园小镇，有一个热心的勇者叫做莱特，他十分喜欢帮助别人，在小花园中自在生活，直到他的朋友告诉他：“莱特，你一定要……”",,"","Simplified Chinese",https://cdn.akamai.steamstatic.com/steam/apps/2305480/header.jpg?t=1675339038,https://space.bilibili.com/1995649,"Minimum:Requires a 64-bit processor and operating systemOS: WIN7 SP1/WIN8/WIN10 64位系统Processor: intel CORE i3-3200及以上Memory: 4 GB RAMGraphics: GT750及以上Storage: 2 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: WIN7 SP1/WIN8/WIN10 64位系统Processor: intel CORE i5-4460及以上Memory: 16 GB RAMGraphics: GTX980及以上Storage: 5 GB available space","莓莓动物园","Eternal Dream",,"",true,false,false,,,"March 2023",,"Single-player","Casual, Free to Play, Indie, RPG, Simulation"
2305490,game,"THE SEGMENT TWINS",0,full,"","The Twin Hunters fell into The Segment World... Combat various monsters and bosses, and complete their segmented journey! THE SEGMENT TWINS is a hack-and-slash game with simple controls and a unique character tag action feature.",,"","English, Korean",https://cdn.akamai.steamstatic.com/steam/apps/2305490/header.jpg?t=1677231591,,"Minimum:OS: Windows 10Processor: Intel Core i7-3770Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 750tiDirectX: Version 11Storage: 300 MB available space","Recommended:OS: Windows 10Processor: Intel Core i7-3770Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 750tiDirectX: Version 11Storage: 300 MB available space","HeungDoRue-HeungDol","HeungDoRue-HeungDol",,"",true,false,false,,,"Q2 2023",,"Single-player, Full controller support","Action, Casual, Indie"
2305510,game,"Deaded",0,,"","Build your defences, scavenge for loots and survive the zombie infested city saturated with a mysterious fog. Survivors will ask for help but its up to you to save them, or leave them for dead. How long will you survive before you become... Deaded...",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305510/header.jpg?t=1675696328,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 10 64-bitProcessor: i5Memory: 8 GB RAMGraphics: RX 580 / GTX 1060Storage: 2 GB available space","Recommended:Requires a 64-bit processor and operating system","Shaun Touch","Shaun Touch",,"",true,false,false,,,"Coming soon",,"Single-player","Indie, RPG"
2305520,game,"Project Drift",0,full,"","Drift on the famous mountain roads in Japan! Driving various Japanese cars! Challenge local fleets!",,"","English*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305520/header.jpg?t=1675651590,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 11, 10, 8, 7Processor: Intel i5-3000,AMD A8Memory: 2 GB RAMGraphics: Geforce GTX 550tiStorage: 3 GB available spaceSound Card: Integrated is OK","Recommended:Requires a 64-bit processor and operating systemOS: Windows 11, 10, 8, 7Processor: Intel i7-8750HMemory: 8 GB RAMGraphics: GTX 1660tiStorage: 3 GB available spaceSound Card: Integrated is OK","Integer Games","Integer Games",,"",true,false,false,,,"2023",,"Single-player, Full controller support","Casual, Racing, Sports"
2305530,music,"Furry Futa 💘 Soundtrack",0,,"","Immerse yourself into the world of Furry Futa 💘 with the incredible original soundtrack. Furry Futa 💘 - original soundtrack includes all tracks for your listening pleasure. All tracks are provided in MP3 format",,"Furry Futa 💘","",https://cdn.akamai.steamstatic.com/steam/apps/2305530/header.jpg?t=1677659758,,"Minimum:Storage: 30 MB available space","","Furry Futa Games","",,"0,60€",true,true,true,,,"1 Mar, 2023",,"",""
2305560,game,"枝江小镇：二重虚拟宇宙",0,,"","和嘉然一起在小镇上自由地玩耍...别忘了解决一下头上有个地球的问题",,"","Simplified Chinese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305560/header.jpg?t=1675649504,,"Minimum:OS: win7Memory: 256 MB RAMStorage: 256 MB available space","","冒险制作组","冒险制作组",,"",true,false,false,,,"Q2 2023",,"Single-player","Free to Play, RPG"
2305590,dlc,"Trainz 2019 DLC - Pro Train DB/DR Auxiliary Train",0,,"","The standard DR auxiliary train developed and built by the Deutsche Reichsbahn (DR) between 1973 and 1979, is mainly referred to as the Einheitshilfszug (EHZ). The train is set of locomotive-hauled rail vehicles for technical assistance in the event of operational disruptions or railroad accidents.",,"Trainz Railroad Simulator 2019","English, French, Italian, German, Spanish - Spain, Russian, Czech, Dutch, Polish, Portuguese - Portugal, Simplified Chinese",https://cdn.akamai.steamstatic.com/steam/apps/2305590/header.jpg?t=1676442269,https://info.trainzsimulator.com/trainz?utm=steam,"Minimum:OS: Windows 7 64bitProcessor: Intel i5 3GHz 64Bit ProcessorMemory: 6 GB RAMGraphics: NVIDIA GT 430 or better/ AMD ATI 5550 or betterStorage: 600 MB available spaceSound Card: Yes","","3DZug","N3V Games",,"9,75€",true,true,false,,,"14 Feb, 2023",,"Single-player, Multi-player, Co-op, Downloadable Content, Steam Achievements, Includes level editor","Simulation"
2305600,dlc,"Trainz 2022 DLC - Pro Train DB/DR Auxiliary Train",0,,"","The standard DR auxiliary train developed and built by the Deutsche Reichsbahn (DR) between 1973 and 1979, is mainly referred to as the Einheitshilfszug (EHZ). The train is set of locomotive-hauled rail vehicles for technical assistance in the event of operational disruptions or railroad accidents.",,"Trainz Railroad Simulator 2022","English, Italian, Spanish - Spain, Czech, Dutch, Polish, Russian, French, German",https://cdn.akamai.steamstatic.com/steam/apps/2305600/header.jpg?t=1676442276,https://info.trainzsimulator.com/trainz?utm=steam,"Minimum:OS: Windows 7 64bitProcessor: Intel i5 3GHz 64Bit ProcessorMemory: 6 GB RAMGraphics: NVIDIA GT 430 or better/ AMD ATI 5550 or betterStorage: 600 MB available spaceSound Card: Yes","","3DZug","N3V Games",,"9,75€",true,true,false,,,"14 Feb, 2023",,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Downloadable Content, Includes level editor","Simulation"
2305620,demo,"대인전기 '천궁' Demo",0,full,"","Crush the enemy with &quot;RAINBOW&quot; Battletitan!!",,"Battle Titan RAINBOW","English",https://cdn.akamai.steamstatic.com/steam/apps/2305620/header.jpg?t=1675667190,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 10 64 bitProcessor: Intel Dual Core 2.2 GHzMemory: 8 MB RAMGraphics: A nVidia or AMD graphics card with latest drivers, at least 512 MB of dedicated video memoryStorage: 1 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: Windows 10 64 bitProcessor: Intel Dual Core 2.2 GHzMemory: 8 MB RAMGraphics: A nVidia or AMD graphics card with latest drivers, at least 512 MB of dedicated video memoryStorage: 1 GB available space","Onehandedclick","Onehandedclick",,"",true,false,false,,,"1 Feb, 2023",,"Single-player, Game demo, Full controller support",""
2305630,dlc,"Trainz Plus DLC - Pro Train DB/DR Auxiliary Train",0,,"","The standard DR auxiliary train developed and built by the Deutsche Reichsbahn (DR) between 1973 and 1979, is mainly referred to as the Einheitshilfszug (EHZ). The train is set of locomotive-hauled rail vehicles for technical assistance in the event of operational disruptions or railroad accidents.",,"Trainz Plus","English, French, Italian, German, Spanish - Spain, Czech, Dutch, Polish, Russian",https://cdn.akamai.steamstatic.com/steam/apps/2305630/header.jpg?t=1676442273,https://info.trainzsimulator.com/trainz?utm=steam,"Minimum:OS: Windows 7 64bitProcessor: Intel i5 3GHz 64Bit ProcessorMemory: 6 GB RAMGraphics: NVIDIA GT 430 or better/ AMD ATI 5550 or betterStorage: 600 MB available spaceSound Card: Yes","","3DZug","N3V Games",,"9,75€",true,true,false,,,"14 Feb, 2023",,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Downloadable Content, Includes level editor","Simulation"
2305660,music,"Sun Haven Soundtrack Vol. 1",0,,"","Volume 1 of the original soundtrack of Sun Haven. This soundtrack contains all of the music of Sun Haven town, a total of 78 tracks.",,"Sun Haven","",https://cdn.akamai.steamstatic.com/steam/apps/2305660/header.jpg?t=1676090507,,"","","Pixel Sprout Studios","Pixel Sprout Studios",,"9,75€",true,false,false,,,"10 Feb, 2023",,"",""
2305680,demo,"Demon's Draw Demo",0,,"","",,"Demon's Draw","",https://cdn.akamai.steamstatic.com/steam/apps/2305680/header.jpg?t=1675522025,,"","","BerilyTeam","BerilyTeam",,"",true,false,false,,,"4 Feb, 2023",,"Game demo",""
2305720,game,"FOCUS",0,,"","In this photography horror game, the player takes on the role of a budding photographer who is hired to document an abandoned, haunted mansion. The player's goal is to capture as many ghostly images as possible while exploring the creepy, creaky old mansion.",,"","English*, Russian, Simplified Chinese*languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305720/header.jpg?t=1675703438,http://emptyheadgames.com,"Minimum:Requires a 64-bit processor and operating systemOS: 64bit Windows 7, Windows 8, Windows 10, Windows 11Processor: Intel Core i3-4340 / AMD FX-6300Memory: 6 GB RAMGraphics: NVIDIA GeForce 660 GTXDirectX: Version 11Storage: 12 GB available spaceSound Card: Realtek High Definition Audio","Recommended:Requires a 64-bit processor and operating system","Empty Head","Empty Head",,"",true,false,false,,,"Coming soon",,"Single-player, Steam Achievements, Partial Controller Support","Adventure"
2305740,game,"Miami Horizon 2077",0,,"","GTA cop chase if it was a 2D arcade . Drive your way through the street of miami in 2077 in style.Buy upgrades, cars , collect power-ups and battle your way out like a real-badass.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305740/header.jpg?t=1677010343,,"Minimum:OS: Windows 7 SP1+Processor: SSE2 instruction set supportGraphics: Graphics card with DX10 (shader model 4.0) capabilitiesStorage: 200 MB available spaceSound Card: Anything","","CJ","Outofthematrix",,"",true,false,false,,,"14 Jun, 2023",,"Single-player","Action, Indie"
2305750,game,"Battle Of Darkness",0,,"","Battle of Darkness is a dark fantasy game where you advance by destroying your enemies and fight to re-raise a Kingdom that has succumbed to darkness.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/2305750/header.jpg?t=1677060391,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 10Processor: TBAGraphics: TBASound Card: TBA","Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: TBAGraphics: TBASound Card: TBA","Mesut Rahat","Mesut Rahat",,"",true,false,false,,,"To be announced",,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op","Action, Adventure, Indie, RPG"
2305780,demo,"Defiled Demo",0,,"","",,"Defiled Survivors","",https://cdn.akamai.steamstatic.com/steam/apps/2305780/header.jpg?t=1675455287,,"","","GHBE Studios","GHBE Studios",,"",true,false,false,,,"3 Feb, 2023",,"Game demo",""
2305800,game,"Anipocalypse",0,,"","Anipocalypse is a humoristic post-apocalyptic first-person shooter. Use an arsenal of guns to shoot your way through hordes of zombies and mutated animals to complete your mission in this first-person &quot;bullet-hell&quot; shooter!",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305800/header.jpg?t=1675697706,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 10/11Processor: AMD Ryzen 5Memory: 8 GB RAMGraphics: 4GB of VRAMDirectX: Version 10Storage: 20 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: Windows 10/11Processor: AMD Ryzen 7Memory: 16 GB RAMGraphics: 8GB of VRAMDirectX: Version 11Storage: 20 GB available space","Baelfire Studios, Foxiness Studios","Gem-Games Entertainment",,"",true,false,false,,,"To be announced",,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Partial Controller Support","Action, Adventure, Indie, Early Access"
2305810,game,"Low Oxygen",0,,"","Explore an abandoned facility on the planet you've crashlanded, solving puzzles with strange plants along the way.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305810/header.jpg?t=1677674409,,"Minimum:OS: WIndows 7 / 8 / 10 / 11Processor: Intel Celeron G3900Memory: 4 GB RAMGraphics: Intel HD 510DirectX: Version 8.0Storage: 250 MB available spaceSound Card: no","Recommended:OS: Windows 7 / 8 / 10 / 11Processor: Intel Celeron G3900Graphics: Intel HD 510DirectX: Version 9.0Storage: 250 MB available spaceSound Card: no","Alex-Stefan Neagu","Alex-Stefan Neagu",,"",true,false,true,,,"16 Mar, 2023",,"Single-player","Adventure, Casual, Free to Play, Indie"
2305870,game,"Tour de Force (CPC/Spectrum)",0,,"","In this unique racing game from 1987, take to the bike track to experience the thrills and excitement of international Grand Prix cycling. Contains both the Amstrad CPC and ZX Spectrum versions of the game.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/2305870/header.jpg?t=1677146143,,"Minimum:Memory: 100 MB RAMStorage: 20 MB available space","","Gremlin Graphics","Pixel Games UK",,"3,99€",true,false,false,,,"23 Feb, 2023",,"Single-player, Partial Controller Support, Steam Cloud","Racing, Sports"
2305910,demo,"ファントムゾーン　ダイモンズ Demo",0,,"","",,"ファントムゾーン　ダイモンズ","Japanese",https://cdn.akamai.steamstatic.com/steam/apps/2305910/header.jpg?t=1677337589,,"Minimum:OS: Microsoft Windows Vista / 7 / 8 / 10/ 11Processor: 1.5Ghz Processor or betterMemory: 4 GB RAMGraphics: Integrated Graphics ChipStorage: 500 MB available space","","ファントムゾーン観測室","ケイエル",,"",true,false,false,,,"8 Feb, 2023",,"Game demo",""
2305930,game,"Limbo Revolution",0,,"","Limbo Revolution is a dystopian adventure game set in an alternate 1990s Eastern European country ravaged by dictatorship. In this immersive world, you must navigate the desolate streets, political landscape and unravel the truth behind the downfall of the nation. Watch out for others.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305930/header.jpg?t=1675864251,https://www.limbogame.info/,"Minimum:OS: Windows 10Processor: Quad-core Intel or AMD 2.5 GHz or fasterMemory: 8 GB RAMGraphics: GeForce GTX 1060 or RX 580DirectX: Version 11Storage: 2 GB available spaceSound Card: Who has a sound card?","Recommended:OS: Windows 10Processor: Quad-core Intel or AMD 2.5 GHz or fasterMemory: 16 GB RAMGraphics: RTX 2060 or RX 5600 XTDirectX: Version 12Storage: 2 GB available space","Mediocre At Most","Mediocre At Most",,"",true,false,false,,,"Coming soon",,"Single-player, Multi-player, PvP, Online PvP, LAN PvP","Action, Adventure, Free to Play, Indie, RPG, Early Access"
2305940,game,"Offroad Jeep 4x4: Car Driving Simulator",0,,"","In this offroad game, become a great 4x4 car driver in a big town.",,"","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Romanian, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/2305940/header.jpg?t=1677053425,,"Minimum:OS: Windows 8Processor: Intel i5-2550K, 3.4 GHzMemory: 2 GB RAMGraphics: GeForce GTX 670 / Radeon HD 7950Storage: 400 MB available space","Recommended:OS: Windows 10 x64Processor: Intel Core i7-3770, 3.4 GHzMemory: 4 GB RAMGraphics: GeForce GTX 970 or GeForce GTX 1060 / Radeon R9 290X or Radeon RX 480Storage: 400 MB available space","Yusuf Islam Seyhan, Samet Acar","Inspector Studios",,"0,99€",true,false,false,,,"22 Feb, 2023",,"Single-player","Action, Indie, Racing, Simulation, Sports"
2305970,game,"Королевская ночь",0,,"","&quot;Королевская ночь&quot;– нелинейная визуальная новелла в жанре ужасов. Десятки лет одиночества заставят её мыслить иначе..",,"","Russian**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/2305970/header.jpg?t=1676304103,,"Minimum:OS: Windows 7Processor: 1.8GHz Dual-Core CPUMemory: 4 GB RAMGraphics: Integrated graphics","","SNch","SNch",,"",true,false,false,,,"Coming soon",,"Single-player, Partial Controller Support","Adventure"
2305990,game,"Street Basket Challenge",0,,"","This is an original 2-on-2 basketball game in SD style, with charismatic characters, and a game system based on the classic arcade beat 'em up.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/2305990/header.jpg?t=1676901166,http://ronaldgames.com/,"Minimum:OS: Windows 7Processor: CPU @ 1.44GHzMemory: 2 GB RAMStorage: 2 GB available space","Recommended:OS: Windows 10Processor: CPU @ 2.0GHzMemory: 4 GB RAMStorage: 4 GB available space","Ronald Games","Ronald Games",,"",true,false,false,,,"Coming soon",,"Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together","Action, Sports"
