AppID,ProductType,ProductName,RequiredAge,ControllerSupport,Dlc,ShortDescription,FullGameAppID,FullGameName,SupportedLanguages,HeaderImage,Website,PcRequirementsMin,PcRequirementsMax,Developers,Publishers,Demo,Price,WindowsCompatible,MacCompatible,LinuxCompatible,MetacriticScore,AchievementCount,ReleaseDate,DRM,Categories,Genres
1115480,music,"Idol Magical Girl Chiru Chiru Michiru Original Soundtrack",0,,"","This is a collection of BGM tracks and songs from the game Idol Magical Girl Chiru Chiru Michiru Part 1 &amp; 2.",,"Idol Magical Girl Chiru Chiru Michiru Part 1","",https://cdn.akamai.steamstatic.com/steam/apps/1115480/header.jpg?t=1618558711,http://en.frontwing.jp/games/idol-magical-girl-chiruchiru-michiru.html,"Minimum:OS: 7/8.1/10Storage: 86 MB available spaceStorage (high-quality audio): Additional 630 MB available spaceSound Card: DirectSound compatible sound card","","Frontwing","Frontwing USA",,"12,49€",true,false,false,,,"12 Jul, 2019",,"Single-player, Additional High-Quality Audio","Adventure, Casual"
1115490,dlc,"Red Island - Official Soundtrack",0,,"","Red Island - Official Soundtrack",,"Red Island","English, Korean",https://cdn.akamai.steamstatic.com/steam/apps/1115490/header.jpg?t=1564075635,,"Minimum:Memory: 100 MB RAMStorage: 200 MB available space","","MACKINN7","MACKINN7",,"1,99€",true,false,false,,,"25 Jul, 2019",,"Single-player, Downloadable Content","Action, Casual, Indie"
1115540,game,"Volume Up",0,,"","VR shoot'em up where the enemies come to you on the rhythm of the music.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/1115540/header.jpg?t=1566420603,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 7/8.1/10 (64bits)Processor: intel i5Memory: 4 MB RAMGraphics: Nvidia GTX 960 or equivalentDirectX: Version 11Sound Card: 200 mb","Recommended:Requires a 64-bit processor and operating systemOS: Windows 7/8.1/10 (64bits)Processor: intel i7Memory: 8 MB RAMGraphics: Nvidia GTX 1060 or equivalentDirectX: Version 12Sound Card: 200mb","9 Game","9 Game",,"",true,false,false,,,"Coming soon",,"Single-player, Steam Workshop, Steam Leaderboards, Includes level editor","Indie"
1115570,game,"Forest Mage",0,,"","This is a third person action game, players in a forest full of fire dragons.Players are free to explore the forest,Players must avoid the dragon's deadly fire or risk dying and returning to the starting point.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115570/header.jpg?t=1563525047,,"Minimum:OS: Windows 7/8/8.1/10Processor: Intel 2.4GHzMemory: 2048 mb MB RAMGraphics: DirectX 9.0c and Shader Model 3.0，at least 512MBStorage: 512 MB available spaceSound Card: DirectX 9.0c compatible sound card","","JoJo","JoJo",,"0,79€",true,false,false,,,"19 Jul, 2019",,"Single-player","Action, Adventure, Indie"
1115580,game,"Grand Brix Shooter",0,,"","Challenge yourself to a new kind of bullet-hell fusion shooter. Change your aircraft to get new skills just when you need them against advancing foes. Aim for the top spot!",,"","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Traditional Chinese, Russian, Simplified Chinese, Portuguese - Brazil",https://cdn.akamai.steamstatic.com/steam/apps/1115580/header.jpg?t=1667176635,,"Minimum:OS: Microsoft Windows 7, Windows 8, Windows 10 (32 or 64 bit)Processor: Dual Core 2GHz or higherMemory: 2 GB RAMGraphics: NVIDIA 8800, AMD 6850, Intel HD 3000, 1GB VRAM or higerStorage: 4 GB available spaceSound Card: DirectX-compatible","","Intragames","Intragames",,"8,19€",true,false,false,,25,"29 Aug, 2019",,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Partial Controller Support, Steam Leaderboards, Remote Play Together","Action, Casual, Indie"
1115600,dlc,"Deep Diving Simulator - Adventure Pack",0,full,"","The Adventure Pack includes two additional, brand new locations for your adventurous soul! Visit the Dead Mines and Sons of Horus to unravel an ancient mystery!",,"Deep Diving Simulator","English*, Polish, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Portuguese - Brazil, Russian, Korean, Turkish*languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115600/header.jpg?t=1567784497,http://jujubee.pl/en.home.html,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 7/8/10 64-bitProcessor: 3.2 GHz Dual CoreMemory: 8 GB RAMGraphics: GeForce GTX 670, Radeon R9 380 or equivalent with 2GB of video RAMStorage: 5 GB available spaceSound Card: DirectX compatible","Recommended:Requires a 64-bit processor and operating systemOS: Windows 7/8/10 64-bitProcessor: 3.2 GHz Quad CoreMemory: 8 GB RAMGraphics: For QHD/4K resolutions: GeForce GTX 1080, Radeon RX Vega with at least 6GB of video memory or equivalentStorage: 5 GB available spaceSound Card: DirectX compatibleAdditional Notes: SSD for better loading performance","Jujubee S.A.","Jujubee S.A.",,"1,31€",true,false,false,,,"6 Sep, 2019",,"Single-player, Downloadable Content, Steam Achievements, Full controller support","Adventure, Casual, Indie, Simulation, Sports"
1115610,game,"The Lost and The Wicked",0,full,"","The Lost and The Wicked is a Brutal Twin-Stick Psycho-Thriller. After a shipwreck you wake up in a wicked world with no memory of who you are. Fight through hectic gameplay with a unique grunge art style and original 2+ hour soundtrack as you discover your past and what you did to end up here.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115610/header.jpg?t=1676478361,,"Minimum:OS: Windows 10Storage: 1 GB available space","","Isaac Torres","Top Hat Studios, Inc.",,"8,19€",true,false,false,,16,"24 Mar, 2022",,"Single-player, Full controller support","Action, Adventure, Indie"
1115620,game,"Super Pig",0,,"","Put your best mouse shot in Gruik's butt and make it fly as far away as possible!",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/1115620/header.jpg?t=1563825206,,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 7/8/10 - 64bitsProcessor: 2 GHz Intel Pentium 4 or AMD Athlon or equivalentMemory: 2 GB RAMGraphics: Intel HD GraphiqueStorage: 300 MB available spaceSound Card: All","Recommended:Requires a 64-bit processor and operating system","RewindApp","RewindApp",,"0,22€",true,false,false,,,"22 Jul, 2019",,"Single-player","Casual, Indie, Early Access"
1115630,game,"Magnetic Daydream",0,,"","Magnetic Daydream is a first person puzzle game. Players must solve physics-based puzzles by manipulating the polarity of the magnetized objects and direction of gravitational force. Overcoming the challenges, players will experience hours of unique game play.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/1115630/header.jpg?t=1564047269,,"Minimum:OS: Window7Processor: Intel Core i5 haswell or equivalentMemory: 4 GB RAMGraphics: Nvidia GeForce GTX 650 or equivalentDirectX: Version 11Storage: 1 GB available space","Recommended:OS: Window10Processor: Intel Core i5 haswell or equivalentMemory: 8 GB RAMGraphics: Nvidia GeForce GTX 950 or equivalentDirectX: Version 11Storage: 1 GB available space","velkomin","velkomin",,"1,59€",true,false,false,,,"25 Jul, 2019",,"Single-player","Adventure, Indie"
1115640,game,"英雄群侠传II",0,,"","高自由度水墨风格武侠",,"","Simplified Chinese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115640/header.jpg?t=1655336780,https://www.idodx.com,"Minimum:OS: Windows XPProcessor: CPU i3Memory: 512 MB RAMGraphics: 128MBDirectX: Version 10Network: Broadband Internet connectionStorage: 1 GB available spaceSound Card: 无要求","Recommended:OS: Windows 10Processor: CPU i5及以上Memory: 1 GB RAMGraphics: 256MBDirectX: Version 11Network: Broadband Internet connectionStorage: 2 GB available spaceSound Card: 无要求","熊窝dodox","熊窝dodox, RuiXiao",,"16,79€",true,true,false,,,"16 Jul, 2019",,"Single-player","Adventure, Indie, RPG, Strategy"
1115650,game,"Blind Date 3D",,,"","Roam Liam and Olivia’s apartment for an evening and accompany your ravishing date, Maya while trying to seduce her… or ditch her for a passionate tryst with your host’s wife.",,"","English",https://cdn.akamai.steamstatic.com/steam/apps/1115650/header.jpg?t=1673961301,,"Minimum:OS: Windows 7Processor: 2.0 Ghz+Memory: 2 GB RAMGraphics: Graphic card with at least 256 MBStorage: 1700 MB available space","Recommended:OS: Windows 7Processor: 2.0 Ghz+Memory: 4 GB RAMGraphics: Graphic card with at least 256 MBStorage: 1700 MB available space","Lesson of Passion","Lesson of Passion",,"8,19€",true,false,false,,,"15 Aug, 2019",,"Single-player","Adventure, Indie, Simulation"
1115660,game,"Apollo 11 VR HD: First Steps",0,,"","To mark the 50th anniversary of the iconic lunar moon landing, you can now relive humanity's first steps on the Moon in Apollo 11 HD : First Steps.",,"","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115660/header.jpg?t=1563435374,,"Minimum:OS: Windows 10, Windows 8, Windows 7 64-bitProcessor: Intel i5-4590 or greaterMemory: 12 GB RAMGraphics: GTX 970 or greaterDirectX: Version 11Storage: 4 GB available spaceVR Support: SteamVR or Oculus PC","Recommended:OS: Windows 10, Windows 8, Windows 7 64-bitProcessor: Intel i5-4590 or greaterMemory: 12 GB RAMGraphics: GTX 1070 or greaterDirectX: Version 11Storage: 4 GB available space","Immersive VR Education Ltd.","Immersive VR Education Ltd.",,"",true,false,false,,,"25 Jul, 2019",,"Single-player, Tracked Controller Support, VR Supported","Adventure, Simulation"
1115670,game,"C64 & AMIGA Classix Remakes Sixpack 3",0,,"","Get some of the classic games from the 80s and 90s back on your home PC - as a remake.",,"","English, German",https://cdn.akamai.steamstatic.com/steam/apps/1115670/header.jpg?t=1676045204,http://magnussoft.biz/,"Minimum:OS: Windows XP / 7 / 8 / 10Processor: Intel Core Duo 2 2.5 GHzMemory: 512 MB RAMGraphics: ATI Radeon HD 4800 SeriesDirectX: Version 9.0cStorage: 200 MB available spaceSound Card: Onboard Soundcard","Recommended:OS: Windows XP / 7 / 8 / 10Processor: Intel Core Duo 2 2.5 GHzMemory: 1 GB RAMGraphics: ATI Radeon HD 4800 SeriesDirectX: Version 9.0cStorage: 200 MB available spaceSound Card: Onboard Soundcard","magnussoft","magnussoft",,"9,99€",true,false,false,,,"27 Jul, 2019",,"Single-player, Steam Cloud","Action, Casual"
1115680,demo,"Million to One Hero Demo",0,full,"","An exciting platform game, filled with action, skill, wits and competition that hides a secret inside: A powerful editor that you can use to create your own adventures… and by adventures we don’t mean simple levels… We mean full campaigns, with their world map, NPC’s and your own unique story!",,"Million to One Hero","English, Spanish - Spain",https://cdn.akamai.steamstatic.com/steam/apps/1115680/header.jpg?t=1563871820,https://www.milliontoonehero.com,"Minimum:OS: Windows 7Processor: 2 GhzMemory: 1 GB RAMGraphics: Direct X9.0c Compatible CardStorage: 200 MB available spaceAdditional Notes: Gamepad Highly recommended!","","Over the Top Games","Over the Top Games",,"",true,true,true,,,"23 Jul, 2019",,"Single-player, Shared/Split Screen Co-op, Game demo, Full controller support, Includes level editor","Action, Indie"
1115690,game,"Yes, Your Grace",0,,"1252080, 1565170","These are troubling times, Your Grace. The petitioners’ petty matters exceed our limited resources, to say nothing of the war. A careful balance must be struck. Your throne awaits.",,"","English*, Simplified Chinese*, French*, German*, Russian*, Polish*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115690/header.jpg?t=1666950238,https://www.braveatnight.co.uk/,"Minimum:OS: Windows 7 or laterProcessor: Intel Core i5Memory: 2 GB RAMGraphics: Nvidia Geforce GTX 550/equivalent or higherDirectX: Version 10Storage: 738 MB available space","Recommended:OS: Windows 10Processor: High-range Intel Core i5Memory: 4 GB RAMGraphics: Nvidia Geforce GTX 760/equivalent or higherDirectX: Version 11Storage: 3 GB available space","Brave At Night","No More Robots",,"16,79€",true,true,false,,35,"6 Mar, 2020",,"Single-player, Steam Achievements, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet","Adventure, RPG, Simulation, Strategy"
1115710,dlc,"Uncensored DLC for Hentai Cuties",0,,"","Were you satisfied with meeting such attractive girls? Now you have a chance to get to know them better and get to know them better. 30 new images of more explicit content are waiting for you. Enjoy and have a nice day ;-)",,"Hentai Cuties","English",https://cdn.akamai.steamstatic.com/steam/apps/1115710/header.jpg?t=1572043736,,"Minimum:OS: Windows 10, Windows 8, Windows 7 32-bitProcessor: Quad-core Intel or AMD processor, 2 GHz or fasterMemory: 2 GB RAMGraphics: 1 GbDirectX: Version 10Storage: 1 GB available space","Recommended:OS: Windows 10, Windows 8, Windows 7 32-bitProcessor: Quad-core Intel or AMD processor, 2.5 GHz or fasterMemory: 4 GB RAMGraphics: 2 GbDirectX: Version 11Storage: 1 GB available space","Zloy Krot Studio","Zloy Krot Studio",,"1,59€",true,false,false,,,"18 Aug, 2019",,"Single-player, Downloadable Content, Steam Achievements","Casual, Indie"
1115720,dlc,"Hentai Cuties - Artbook 18+",0,,"","In this DLC you will find 60 wallpapers from the game. They are in the artbook folder in the folder with the game, including those that were not included in the original version. Enjoy",,"Hentai Cuties","English",https://cdn.akamai.steamstatic.com/steam/apps/1115720/header.jpg?t=1572050224,,"Minimum:OS: Windows 10, Windows 8, Windows 7 32-bitProcessor: Quad-core Intel or AMD processor, 2 GHz or fasterMemory: 2 GB RAMGraphics: 1 GbDirectX: Version 10Storage: 1 GB available space","Recommended:OS: Windows 10, Windows 8, Windows 7 32-bitProcessor: Quad-core Intel or AMD processor, 2.5 GHz or fasterMemory: 4 MB RAMGraphics: 2 GbDirectX: Version 11Storage: 1 GB available space","Zloy Krot Studio","Zloy Krot Studio",,"1,59€",true,false,false,,,"18 Aug, 2019",,"Single-player, Downloadable Content, Steam Achievements","Casual, Indie"
1115730,music,"Hentai Cuties - Soundtrack",0,,"","In this DLC you find full soundtrack from the game.",,"Hentai Cuties","English",https://cdn.akamai.steamstatic.com/steam/apps/1115730/header.jpg?t=1581625373,,"Minimum:Storage: 50 MB available space","","Zloy Krot Studio","Zloy Krot Studio",,"1,59€",true,true,true,,,"18 Aug, 2019",,"","Casual, Indie"
1115740,demo,"Arizona Derby Demo",0,,"","Arizona Derby is an action-packed racing game set at the world's harshest off-road conditions and fascinating landscapes. It’s home to the most intense racing adventures and place for showing your ultimate driving skills while pimping your rides and beating the gangs and their bosses around the globe.",,"Arizona Derby","English**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115740/header.jpg?t=1583039042,http://www.arizonaderby.com/,"Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 SP1, Windows 8.1, Windows 10Processor: Intel Core i5-2400s @ 2.5 GHz or AMD FX-6100 @ 3.3 GHz or equivalentMemory: 4 MB RAMGraphics: NVIDIA GeForce GTX 660, AMD HD 7870 (2GB VRAM with Shader Model 5.0 or better)DirectX: Version 11Storage: 56 GB available space","Recommended:Requires a 64-bit processor and operating systemOS: Windows 7 SP1, Windows 8.1, Windows 10Processor: Intel Core i5-4690k @ 3.5 GHz or AMD Ryzen 5 1600 @ 3.2 GHz or equivalentMemory: 8 MB RAMGraphics: NVIDIA GeForce GTX 1060, GTX 970, AMD RX 470  or betterDirectX: Version 12Storage: 56 GB available space","Falcon Interactive","Falcon Interactive",,"",true,false,false,,,"22 Jul, 2019",,"Single-player, Game demo, Partial Controller Support","Action, Racing"
1115750,dlc,"OVERPASS™ Yamaha Special Pack",0,full,"","The Yamaha Special Pack includes two vehicles built for competitions. The Yamaha YFZ450R SE quad and a Yamaha YXZ1000R buggy specially customized by S3 Power Sports.",,"OVERPASS™","English*, French*, Italian*, German*, Spanish - Spain*, Japanese*, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese*, Spanish - Latin America, Traditional Chinese*languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1115750/header.jpg?t=1615885499,,"Minimum:OS: Microsoft Windows 7 64bitProcessor: Intel i5-3470/AMD FX-6300Memory: 4 GB RAMGraphics: GeForce GTX 560 or AMD Radeon HD 6870DirectX: Version 12Storage: 15 GB available space","","Zordix Racing","Nacon",,"5,99€",true,false,false,,,"16 Mar, 2021",,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Downloadable Content, Full controller support, Steam Cloud, Remote Play Together","Racing, Simulation"
