AppID,ProductType,ProductName,RequiredAge,ControllerSupport,Dlc,ShortDescription,FullGameAppID,FullGameName,SupportedLanguages,HeaderImage,Website,PcRequirementsMin,PcRequirementsMax,Developers,Publishers,Demo,Price,WindowsCompatible,MacCompatible,LinuxCompatible,MetacriticScore,AchievementCount,ReleaseDate,DRM,Categories,Genres
1122637,dlc,"Rocksmith® 2014 Edition – Remastered – Riot Grrrl Song Pack",0,,"","Play &quot;Pretend We’re Dead&quot;, “Dig Me Out”, and &quot;Bruise Violet&quot; by Riot Grrrl on any electric guitar or bass. Each song includes a new authentic tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122637/header.jpg?t=1582051875,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"7,99€",true,true,false,,,"18 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122638,dlc,"Rocksmith® 2014 Edition – Remastered – L7 - “Pretend We’re Dead”",0,,"","Play &quot;Pretend We’re Dead&quot; by L7 on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122638/header.jpg?t=1582048173,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","ubisoft",,"2,99€",true,true,false,,,"18 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122639,dlc,"Rocksmith® 2014 Edition – Remastered – Sleater-Kinney - “Dig Me Out”",0,,"","Play &quot;Dig Me Out&quot; by Sleater-Kinney on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122639/header.jpg?t=1582048339,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"18 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122640,dlc,"Rocksmith® 2014 Edition – Remastered – Babes in Toyland - “Bruise Violet”",0,,"","Play &quot;Bruise Violet&quot; by Babes in Toyland on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122640/header.jpg?t=1582048259,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"18 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122641,dlc,"Rocksmith® 2014 Edition – Remastered – Sevendust Song Pack",0,,"","Play &quot;Black&quot;, “Angel’s Son”, and &quot;Praise&quot; by Sevendust on any electric guitar or bass. Each song includes a new authentic tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122641/header.jpg?t=1582659806,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"7,99€",true,true,false,,,"25 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122642,dlc,"Rocksmith® 2014 Edition – Remastered – Sevendust - “Black”",0,,"","Play &quot;Black&quot; by Sevendust on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122642/header.jpg?t=1582652465,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"25 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122643,dlc,"Rocksmith® 2014 Edition – Remastered – Sevendust - “Angel’s Son”",0,,"","Play &quot;Angel’s Son&quot; by Sevendust on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122643/header.jpg?t=1582652403,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"25 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122644,dlc,"Rocksmith® 2014 Edition – Remastered – Sevendust - “Praise”",0,,"","Play &quot;Praise&quot; by Sevendust on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122644/header.jpg?t=1582652524,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"25 Feb, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122645,dlc,"Rocksmith® 2014 Edition – Remastered – Melissa Etheridge Song Pack",0,,"","Play &quot;I’m the Only One&quot;, “Come to My Window”, and &quot;I Want to Come Over&quot; by Melissa Etheridge on any electric guitar or bass. Each song includes a new authentic tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122645/header.jpg?t=1583258866,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"7,99€",true,true,false,,,"3 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122646,dlc,"Rocksmith® 2014 Edition – Remastered – Melissa Etheridge - “I’m the Only One”",0,,"","Play &quot;I’m the Only One&quot; by Melissa Etheridge on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122646/header.jpg?t=1583258927,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"3 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122647,dlc,"Rocksmith® 2014 Edition – Remastered – Melissa Etheridge - “Come to My Window”",0,,"","Play &quot;Come to My Window&quot; by Melissa Etheridge on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122647/header.jpg?t=1583259003,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"3 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122648,dlc,"Rocksmith® 2014 Edition – Remastered – Melissa Etheridge - “I Want to Come Over”",0,,"","Play &quot;I Want to Come Over&quot; by Melissa Etheridge on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122648/header.jpg?t=1583258969,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"3 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122649,dlc,"Rocksmith® 2014 Edition – Remastered – Sixx:A.M. Song Pack",0,,"","Play &quot;Life Is Beautiful&quot;, “This Is Gonna Hurt”, and &quot;Stars&quot; by Sixx:A.M. on any electric guitar or bass. Each song includes a new authentic tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122649/header.jpg?t=1583859129,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"7,99€",true,true,false,,,"10 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122650,dlc,"Rocksmith® 2014 Edition – Remastered – Sixx:A.M. - “Life Is Beautiful”",0,,"","Play &quot;Life Is Beautiful&quot; by Sixx:A.M. on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122650/header.jpg?t=1583859269,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"10 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122651,dlc,"Rocksmith® 2014 Edition – Remastered – Sixx:A.M. - “This Is Gonna Hurt”",0,,"","Play &quot;This Is Gonna Hurt&quot; by Sixx:A.M. on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122651/header.jpg?t=1583859176,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","",,"2,99€",true,true,false,,,"10 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122652,dlc,"Rocksmith® 2014 Edition – Remastered – Sixx:A.M. - “Stars”",0,,"","Play &quot;Stars&quot; by Sixx:A.M. on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122652/header.jpg?t=1583859225,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"10 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122653,dlc,"Rocksmith® 2014 Edition – Remastered – 70s Mix Song Pack VI",0,,"","Play &quot;Breezin’&quot;, “Saturday in the Park”, and &quot;You’re So Vain&quot; on any electric guitar or bass. Each song includes a new authentic tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122653/header.jpg?t=1584463267,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"7,99€",true,true,false,,,"17 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122654,dlc,"Rocksmith® 2014 Edition – Remastered – George Benson - “Breezin’”",0,,"","Play &quot;Breezin’&quot; by George Benson on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122654/header.jpg?t=1584463435,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"17 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122655,dlc,"Rocksmith® 2014 Edition – Remastered – Chicago - “Saturday in the Park”",0,,"","Play &quot;Saturday in the Park&quot; by Chicago on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122655/header.jpg?t=1584463377,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"17 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
1122656,dlc,"Rocksmith® 2014 Edition – Remastered – Carly Simon - “You’re So Vain”",0,,"","Play &quot;You’re So Vain&quot; by Carly Simon on any electric guitar or bass. This song includes a new Authentic Tone.",,"Rocksmith® 2014 Edition - Remastered","English*, German*, French*, Italian*, Spanish - Spain*, Japanese**languages with full audio support",https://cdn.akamai.steamstatic.com/steam/apps/1122656/header.jpg?t=1584463321,http://rocksmith.ubi.com/,"Minimum:OS:Windows Vista, Windows 7, Windows 8Processor:2.66 GHz Intel Core2 Duo E6750 or 2.8 GHz AMD Athlon 64 X2 5600+Memory:2 GB RAMGraphics:256 MB DirectX 9 / NVIDIA® GeForce® 8600 GT or ATI Radeon™ HD 2600 XTHard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Recommended:OS:Windows Vista, Windows 7, Windows 8Processor:3.1 GHz Intel Core i3-540 or 3.3 GHz Athlon II X3 455Memory:4 GB RAMGraphics:512MB Nvidia GT 240 or 512 MB ATI Radeon HD 5670Hard Drive:12 GB HD spaceSound:DirectX 9.0c-compliant","Ubisoft - San Francisco","Ubisoft",,"2,99€",true,true,false,,,"17 Mar, 2020",,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards","Casual, Simulation"
